Pinyin_T,onset,Pinyin,tone,onset.type,syllable,syllable2,syllable3,syllable4,syllable.type,gap_narrow,gap_broad,token frequency,type frequency,Number of gaps,Probability,PND.C_G_V_C,PND.C_G_V_X,NF.C_G_V_C,NF.C_G_V_X
lei1,l,lei,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,451,1,0.10368778,23,16,103569.088,73125.333
lei2,l,lei,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,7,451,1,0.10368778,23,16,103569.088,73125.333
lei3,l,lei,3,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,26,451,1,0.10368778,23,16,103569.088,73125.333
lei4,l,lei,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,418,451,1,0.10368778,23,16,103569.088,73125.333
lou1,l,lou,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,146,2,0.029167997,29,22,192125.92,153364.333
lou2,l,lou,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,137,146,2,0.029167997,29,22,192125.92,153364.333
lou3,l,lou,3,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,146,2,0.029167997,29,22,192125.92,153364.333
lou4,l,lou,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,9,146,2,0.029167997,29,22,192125.92,153364.333
lan1,l,lan,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,235,1,0.066142448,29,31,34208.239,41148.98
lan2,l,lan,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,115,235,1,0.066142448,29,31,34208.239,41148.98
lan3,l,lan,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,58,235,1,0.066142448,29,31,34208.239,41148.98
lan4,l,lan,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,62,235,1,0.066142448,29,31,34208.239,41148.98
lang1,l,lang,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,79,1,0.034491786,27,29,60911.848,67439.26
lang2,l,lang,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,12,79,1,0.034491786,27,29,60911.848,67439.26
lang3,l,lang,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,7,79,1,0.034491786,27,29,60911.848,67439.26
lang4,l,lang,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,60,79,1,0.034491786,27,29,60911.848,67439.26
leng1,l,leng,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,55,1,0.018772666,24,24,960753.478,960753.478
leng2,l,leng,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,1,55,1,0.018772666,24,24,960753.478,960753.478
leng3,l,leng,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,52,55,1,0.018772666,24,24,960753.478,960753.478
leng4,l,leng,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,55,1,0.018772666,24,24,960753.478,960753.478
lin1,l,lin,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,228,2,0.099386264,29,25,53980.778,54097.982
lin2,l,lin,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,226,228,2,0.099386264,29,25,53980.778,54097.982
lin3,l,lin,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,228,2,0.099386264,29,25,53980.778,54097.982
lin4,l,lin,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,2,228,2,0.099386264,29,25,53980.778,54097.982
long1,l,long,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,108,2,0,17,17,17247.9375,16532.11765
long2,l,long,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,101,108,2,0,17,17,17247.9375,16532.11765
long3,l,long,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,7,108,2,0,17,17,17247.9375,16532.11765
long4,l,long,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,108,2,0,17,17,17247.9375,16532.11765
mie1,m,mie,1,voiced,CGV,CGV,CGV,CV/CGV,open,Y,N,0,10,3,0.006120367,24,22,86250.64,87248.562
mie2,m,mie,2,voiced,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,10,3,0.006120367,24,22,86250.64,87248.562
mie3,m,mie,3,voiced,CGV,CGV,CGV,CV/CGV,open,Y,N,0,10,3,0.006120367,24,22,86250.64,87248.562
mie4,m,mie,4,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,10,10,3,0.006120367,24,22,86250.64,87248.562
mo1,m,mo,1,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,20,315,0,0,28,25,882695.7238,886897.1447
mo2,m,mo,2,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,170,315,0,0,28,25,882695.7238,886897.1447
mo3,m,mo,3,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,2,315,0,0,28,25,882695.7238,886897.1447
mo4,m,mo,4,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,123,315,0,0,28,25,882695.7238,886897.1447
miao1,m,miao,1,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,104,1,0.035102496,29,21,111057.7083,161054.1667
miao2,m,miao,2,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,30,104,1,0.035102496,29,21,111057.7083,161054.1667
miao3,m,miao,3,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,6,104,1,0.035102496,29,21,111057.7083,161054.1667
miao4,m,miao,4,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,68,104,1,0.035102496,29,21,111057.7083,161054.1667
miu1,m,miu,1,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,2,3,0.001088655,27,18,154793.778,202320.555
miu2,m,miu,2,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,2,3,0.001088655,27,18,154793.778,202320.555
miu3,m,miu,3,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,2,3,0.001088655,27,18,154793.778,202320.555
miu4,m,miu,4,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,2,2,3,0.001088655,27,18,154793.778,202320.555
mian1,m,mian,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,2012,1,0.262883705,23,20,34825.04762,37219.46795
mian2,m,mian,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,13,2012,1,0.262883705,23,20,34825.04762,37219.46795
mian3,m,mian,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,57,2012,1,0.262883705,23,20,34825.04762,37219.46795
mian4,m,mian,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1942,2012,1,0.262883705,23,20,34825.04762,37219.46795
ming1,m,ming,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,608,2,0.3134929,27,25,27016.198,28725.955
ming2,m,ming,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,554,608,2,0.3134929,27,25,27016.198,28725.955
ming3,m,ming,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,608,2,0.3134929,27,25,27016.198,28725.955
ming4,m,ming,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,54,608,2,0.3134929,27,25,27016.198,28725.955
ma1,m,ma,1,voiced,CV,CV,CV,CV/CGV,open,N,N,249,698,0,0.181964752,31,28,205685,213239.2619
ma2,m,ma,2,voiced,CV,CV,CV,CV/CGV,open,N,N,177,698,0,0.181964752,31,28,205685,213239.2619
ma3,m,ma,3,voiced,CV,CV,CV,CV/CGV,open,N,N,237,698,0,0.181964752,31,28,205685,213239.2619
ma4,m,ma,4,voiced,CV,CV,CV,CV/CGV,open,N,N,35,698,0,0.181964752,31,28,205685,213239.2619
mi1,m,mi,1,voiced,CV,CV,CV,CV/CGV,open,Y,N,0,117,1,0.079432009,38,27,337516.988,356322.05
mi2,m,mi,2,voiced,CV,CV,CV,CV/CGV,open,N,N,45,117,1,0.079432009,38,27,337516.988,356322.05
mi3,m,mi,3,voiced,CV,CV,CV,CV/CGV,open,N,N,16,117,1,0.079432009,38,27,337516.988,356322.05
mi4,m,mi,4,voiced,CV,CV,CV,CV/CGV,open,N,N,56,117,1,0.079432009,38,27,337516.988,356322.05
mu1,m,mu,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,618,1,0.244681919,35,27,84787.951,85922
mu2,m,mu,2,voiced,CV,CV,CV,CV/CGV,open,N,N,184,618,1,0.244681919,35,27,84787.951,85922
mu3,m,mu,3,voiced,CV,CV,CV,CV/CGV,open,N,N,0,618,1,0.244681919,35,27,84787.951,85922
mu4,m,mu,4,voiced,CV,CV,CV,CV/CGV,open,N,N,434,618,1,0.244681919,35,27,84787.951,85922
mai1,m,mai,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,794,1,0.081184478,27,26,98397.08696,219427.3095
mai2,m,mai,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,5,794,1,0.081184478,27,26,98397.08696,219427.3095
mai3,m,mai,3,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,451,794,1,0.081184478,27,26,98397.08696,219427.3095
mai4,m,mai,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,338,794,1,0.081184478,27,26,98397.08696,219427.3095
mao1,m,mao,1,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,8,150,1,0.069063231,32,31,65643.881,194870.851
mao2,m,mao,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,46,150,1,0.069063231,32,31,65643.881,194870.851
mao3,m,mao,3,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,150,1,0.069063231,32,31,65643.881,194870.851
mao4,m,mao,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,96,150,1,0.069063231,32,31,65643.881,194870.851
mei1,m,mei,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,6306,1,0.500422982,23,17,50560.329,45365.083
mei2,m,mei,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,4787,6306,1,0.500422982,23,17,50560.329,45365.083
mei3,m,mei,3,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,1393,6306,1,0.500422982,23,17,50560.329,45365.083
mei4,m,mei,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,126,6306,1,0.500422982,23,17,50560.329,45365.083
mou1,m,mou,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,105,2,0.030243376,27,21,160684.8696,149707.0588
mou2,m,mou,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,9,105,2,0.030243376,27,21,160684.8696,149707.0588
mou3,m,mou,3,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,96,105,2,0.030243376,27,21,160684.8696,149707.0588
mou4,m,mou,4,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,105,2,0.030243376,27,21,160684.8696,149707.0588
man1,m,man,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1666,1,0.108281374,32,32,169229.6667,169210.3269
man2,m,man,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,609,1666,1,0.108281374,32,32,169229.6667,169210.3269
man3,m,man,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,726,1666,1,0.108281374,32,32,169229.6667,169210.3269
man4,m,man,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,331,1666,1,0.108281374,32,32,169229.6667,169210.3269
mang1,m,mang,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,102,3,0.028862642,26,28,167540.609,167141.2
mang2,m,mang,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,102,102,3,0.028862642,26,28,167540.609,167141.2
mang3,m,mang,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,102,3,0.028862642,26,28,167540.609,167141.2
mang4,m,mang,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,102,3,0.028862642,26,28,167540.609,167141.2
men1,m,men,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,10,507,1,0.516022616,21,20,79170.80392,79223.47059
men2,m,men,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,493,507,1,0.516022616,21,20,79170.80392,79223.47059
men3,m,men,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,507,1,0.516022616,21,20,79170.80392,79223.47059
men4,m,men,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,4,507,1,0.516022616,21,20,79170.80392,79223.47059
meng1,m,meng,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,57,1,0.04016076,24,23,18669,18878.66667
meng2,m,meng,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,31,57,1,0.04016076,24,23,18669,18878.66667
meng3,m,meng,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,10,57,1,0.04016076,24,23,18669,18878.66667
meng4,m,meng,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,16,57,1,0.04016076,24,23,18669,18878.66667
min1,m,min,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,447,2,0.222085683,25,22,18618.178,19772.75
min2,m,min,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,411,447,2,0.222085683,25,22,18618.178,19772.75
min3,m,min,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,36,447,2,0.222085683,25,22,18618.178,19772.75
min4,m,min,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,447,2,0.222085683,25,22,18618.178,19772.75
nie1,n,nie,1,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,8,8,3,0.002150758,21,17,781739.667,784054.571
nie2,n,nie,2,voiced,CGV,CGV,CGV,CV/CGV,open,Y,N,0,8,3,0.002150758,21,17,781739.667,784054.571
nie3,n,nie,3,voiced,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,8,3,0.002150758,21,17,781739.667,784054.571
nie4,n,nie,4,voiced,CGV,CGV,CGV,CV/CGV,open,Y,N,0,8,3,0.002150758,21,17,781739.667,784054.571
nuo1,n,nuo,1,voiced,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,7,2,0.006306235,20,20,887617.3889,887617.3889
nuo2,n,nuo,2,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,2,7,2,0.006306235,20,20,887617.3889,887617.3889
nuo3,n,nuo,3,voiced,CGV,CGV,CGV,CV/CGV,open,Y,N,0,7,2,0.006306235,20,20,887617.3889,887617.3889
nuo4,n,nuo,4,voiced,CGV,CGV,CGV,CV/CGV,open,N,N,5,7,2,0.006306235,20,20,887617.3889,887617.3889
niao1,n,niao,1,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,20,2,0.023074182,23,21,554049.6667,157222.2167
niao2,n,niao,2,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,20,2,0.023074182,23,21,554049.6667,157222.2167
niao3,n,niao,3,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,13,20,2,0.023074182,23,21,554049.6667,157222.2167
niao4,n,niao,4,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,7,20,2,0.023074182,23,21,554049.6667,157222.2167
niu1,n,niu,1,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,83,1,0.030774427,21,15,861211.9,369570.212
niu2,n,niu,2,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,22,83,1,0.030774427,21,15,861211.9,369570.212
niu3,n,niu,3,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,50,83,1,0.030774427,21,15,861211.9,369570.212
niu4,n,niu,4,voiced,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,11,83,1,0.030774427,21,15,861211.9,369570.212
nian1,n,nian,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,2163,2,0.461921758,14,17,15594.83333,15218.48485
nian2,n,nian,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,1484,2163,2,0.461921758,14,17,15594.83333,15218.48485
nian3,n,nian,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,2163,2,0.461921758,14,17,15594.83333,15218.48485
nian4,n,nian,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,679,2163,2,0.461921758,14,17,15594.83333,15218.48485
niang1,n,niang,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,19,3,0.009120807,14,15,68873.738,57056.444
niang2,n,niang,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,19,19,3,0.009120807,14,15,68873.738,57056.444
niang3,n,niang,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,19,3,0.009120807,14,15,68873.738,57056.444
niang4,n,niang,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,19,3,0.009120807,14,15,68873.738,57056.444
ning1,n,ning,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,48,3,0.014882715,25,21,703529.9902,709226.5429
ning2,n,ning,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,48,48,3,0.014882715,25,21,703529.9902,709226.5429
ning3,n,ning,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,48,3,0.014882715,25,21,703529.9902,709226.5429
ning4,n,ning,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,48,3,0.014882715,25,21,703529.9902,709226.5429
nuan1,n,nuan,1,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,9,3,0.005403448,18,18,42505.5,42505.5
nuan2,n,nuan,2,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,9,3,0.005403448,18,18,42505.5,42505.5
nuan3,n,nuan,3,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,9,9,3,0.005403448,18,18,42505.5,42505.5
nuan4,n,nuan,4,voiced,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,Y,0,9,3,0.005403448,18,18,42505.5,42505.5
na1,n,na,1,voiced,CV,CV,CV,CV/CGV,open,Y,N,0,8409,1,0.314501898,30,29,261626.6282,271256.9739
na2,n,na,2,voiced,CV,CV,CV,CV/CGV,open,N,N,225,8409,1,0.314501898,30,29,261626.6282,271256.9739
na3,n,na,3,voiced,CV,CV,CV,CV/CGV,open,N,N,703,8409,1,0.314501898,30,29,261626.6282,271256.9739
na4,n,na,4,voiced,CV,CV,CV,CV/CGV,open,N,N,7481,8409,1,0.314501898,30,29,261626.6282,271256.9739
ni1,n,ni,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,9883,1,0.329304955,34,27,266143.864,272033.611
ni2,n,ni,2,voiced,CV,CV,CV,CV/CGV,open,N,N,54,9883,1,0.329304955,34,27,266143.864,272033.611
ni3,n,ni,3,voiced,CV,CV,CV,CV/CGV,open,N,N,9814,9883,1,0.329304955,34,27,266143.864,272033.611
ni4,n,ni,4,voiced,CV,CV,CV,CV/CGV,open,N,N,15,9883,1,0.329304955,34,27,266143.864,272033.611
nu1,n,nu,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,30,2,0.023658339,32,28,127138.277,139687.272
nu2,n,nu,2,voiced,CV,CV,CV,CV/CGV,open,N,N,1,30,2,0.023658339,32,28,127138.277,139687.272
nu3,n,nu,3,voiced,CV,CV,CV,CV/CGV,open,N,N,29,30,2,0.023658339,32,28,127138.277,139687.272
nu4,n,nu,4,voiced,CV,CV,CV,CV/CGV,open,Y,N,0,30,2,0.023658339,32,28,127138.277,139687.272
nyu1,n,nyu,1,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,542,3,0.120654871,24,19,149696.473,187831.667
nyu2,n,nyu,2,voiced,CV,CV,CV,CV/CGV,open,Y,Y,0,542,3,0.120654871,24,19,149696.473,187831.667
nyu3,n,nyu,3,voiced,CV,CV,CV,CV/CGV,open,N,N,542,542,3,0.120654871,24,19,149696.473,187831.667
nyu4,n,nyu,4,voiceless,CV,CV,CV,CV/CGV,open,Y,N,0,542,3,0.120654871,24,19,149696.473,187831.667
nai1,n,nai,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,38,2,0.031239097,28,26,146280.7917,193054.6667
nai2,n,nai,2,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,38,2,0.031239097,28,26,146280.7917,193054.6667
nai3,n,nai,3,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,33,38,2,0.031239097,28,26,146280.7917,193054.6667
nai4,n,nai,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,5,38,2,0.031239097,28,26,146280.7917,193054.6667
nao1,n,nao,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,262,1,0.066182277,28,24,111244.1,180078.8095
nao2,n,nao,2,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,1,262,1,0.066182277,28,24,111244.1,180078.8095
nao3,n,nao,3,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,211,262,1,0.066182277,28,24,111244.1,180078.8095
nao4,n,nao,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,50,262,1,0.066182277,28,24,111244.1,180078.8095
nei1,n,nei,1,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,265,3,0.165449054,23,17,131920.306,57994.25
nei2,n,nei,2,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,Y,0,265,3,0.165449054,23,17,131920.306,57994.25
nei3,n,nei,3,voiced,CV,CVG,CVG,CVG/CGVG,open,Y,N,0,265,3,0.165449054,23,17,131920.306,57994.25
nei4,n,nei,4,voiced,CV,CVG,CVG,CVG/CGVG,open,N,N,265,265,3,0.165449054,23,17,131920.306,57994.25
nan1,n,nan,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1563,2,0.187554068,32,34,147859.708,146763.615
nan2,n,nan,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,1554,1563,2,0.187554068,32,34,147859.708,146763.615
nan3,n,nan,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1563,2,0.187554068,32,34,147859.708,146763.615
nan4,n,nan,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,9,1563,2,0.187554068,32,34,147859.708,146763.615
nang1,n,nang,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1,3,0.001699364,27,29,156608.4167,154584.8846
nang2,n,nang,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,1,1,3,0.001699364,27,29,156608.4167,154584.8846
nang3,n,nang,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1,3,0.001699364,27,29,156608.4167,154584.8846
nang4,n,nang,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,1,3,0.001699364,27,29,156608.4167,154584.8846
neng1,n,neng,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,2041,3,0.374550531,25,25,84349.045,84349.045
neng2,n,neng,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,2041,2041,3,0.374550531,25,25,84349.045,84349.045
neng3,n,neng,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,2041,3,0.374550531,25,25,84349.045,84349.045
neng4,n,neng,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,2041,3,0.374550531,25,25,84349.045,84349.045
nin1,n,nin,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,83,3,0.02326005,21,18,688811.875,689697.615
nin2,n,nin,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,83,83,3,0.02326005,21,18,688811.875,689697.615
nin3,n,nin,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,N,0,83,3,0.02326005,21,18,688811.875,689697.615
nin4,n,nin,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,83,3,0.02326005,21,18,688811.875,689697.615
nong1,n,nong,1,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,161,2,0.049480711,20,20,25458.5,25458.5
nong2,n,nong,2,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,51,161,2,0.049480711,20,20,25458.5,25458.5
nong3,n,nong,3,voiced,CVN,CVN,CVN,CVN/CGVN,close,Y,Y,0,161,2,0.049480711,20,20,25458.5,25458.5
nong4,n,nong,4,voiced,CVN,CVN,CVN,CVN/CGVN,close,N,N,110,161,2,0.049480711,20,20,25458.5,25458.5
pie1,p,pie,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,1,1,3,0.000902787,20,18,92580.625,93752.14286
pie2,p,pie,2,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,Y,0,1,3,0.000902787,20,18,92580.625,93752.14286
pie3,p,pie,3,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,1,3,0.000902787,20,18,92580.625,93752.14286
pie4,p,pie,4,voiceless,CGV,CGV,CGV,CV/CGV,open,Y,N,0,1,3,0.000902787,20,18,92580.625,93752.14286
po1,p,po,1,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,50,124,0,0,25,25,888227.656,888227.656
po2,p,po,2,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,27,124,0,0,25,25,888227.656,888227.656
po3,p,po,3,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,5,124,0,0,25,25,888227.656,888227.656
po4,p,po,4,voiceless,CGV,CGV,CGV,CV/CGV,open,N,N,42,124,0,0,25,25,888227.656,888227.656
piao1,p,piao,1,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,1,209,2,0.037014281,25,19,115061.1905,166335.6212
piao2,p,piao,2,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,N,0,209,2,0.037014281,25,19,115061.1905,166335.6212
piao3,p,piao,3,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,Y,Y,0,209,2,0.037014281,25,19,115061.1905,166335.6212
piao4,p,piao,4,voiceless,CGV,CGVG,CGVG,CVG/CGVG,open,N,N,208,209,2,0.037014281,25,19,115061.1905,166335.6212
pian1,p,pian,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,82,396,1,0.081264136,23,20,32387.6,34441.80952
pian2,p,pian,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,119,396,1,0.081264136,23,20,32387.6,34441.80952
pian3,p,pian,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,396,1,0.081264136,23,20,32387.6,34441.80952
pian4,p,pian,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,195,396,1,0.081264136,23,20,32387.6,34441.80952
ping1,p,ping,1,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,2,606,2,0.132988539,20,18,30326.767,31413
ping2,p,ping,2,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,N,N,604,606,2,0.132988539,20,18,30326.767,31413
ping3,p,ping,3,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,606,2,0.132988539,20,18,30326.767,31413
ping4,p,ping,4,voiceless,CGVN,CGVN,CGVN,CVN/CGVN,close,Y,N,0,606,2,0.132988539,20,18,30326.767,31413
pa1,p,pa,1,voiceless,CV,CV,CV,CV/CGV,open,N,N,11,241,1,0.033496065,28,26,208789.9,227587.8929
